year,month,place,state,rainfall_mm,elevation_m,slope_deg,soil_type,landslide
2025,11,Darjeeling,West Bengal,43.83,2129.8,31.85,loam,1
2025,12,Darjeeling,West Bengal,73.77,2058.25,31.23,loam,0
2015,1,Gangtok,Sikkim,31.83,1648.4,32.61,clay,0
2015,2,Gangtok,Sikkim,75.52,1687.83,32.19,clay,0
2015,3,Gangtok,Sikkim,149.26,1640.17,34.0,clay,0
2015,4,Gangtok,Sikkim,127.88,1641.68,34.28,clay,0
2015,5,Gangtok,Sikkim,51.11,1690.37,30.03,clay,1
2015,6,Gangtok,Sikkim,188.39,1657.43,35.86,clay,0
2015,7,Gangtok,Sikkim,370.41,1612.52,30.72,clay,1
2015,8,Gangtok,Sikkim,459.15,1651.49,33.85,clay,1
2015,9,Gangtok,Sikkim,323.67,1643.43,29.99,clay,0
2015,10,Gangtok,Sikkim,113.0,1661.85,28.84,clay,0
2015,11,Gangtok,Sikkim,124.75,1651.5,32.16,clay,1
2015,12,Gangtok,Sikkim,20.0,1675.2,29.35,clay,0
2016,1,Gangtok,Sikkim,87.31,1672.84,32.61,clay,1
2016,2,Gangtok,Sikkim,39.55,1643.71,31.94,clay,0
2016,3,Gangtok,Sikkim,77.21,1634.72,30.72,clay,0
2016,4,Gangtok,Sikkim,136.68,1672.01,32.77,clay,0
2016,5,Gangtok,Sikkim,115.0,1669.22,29.18,clay,0
2016,6,Gangtok,Sikkim,507.64,1681.32,27.55,clay,1
2016,7,Gangtok,Sikkim,581.08,1652.17,32.07,clay,0
2016,8,Gangtok,Sikkim,483.75,1659.49,34.35,clay,1
2016,9,Gangtok,Sikkim,547.67,1621.91,31.73,clay,1
2016,10,Gangtok,Sikkim,80.73,1662.67,30.62,clay,0
2016,11,Gangtok,Sikkim,20.0,1638.22,25.07,clay,0
2016,12,Gangtok,Sikkim,112.32,1670.5,34.55,clay,1
2017,1,Gangtok,Sikkim,64.16,1691.08,32.08,clay,0
2017,2,Gangtok,Sikkim,81.51,1709.77,32.13,clay,0
2017,3,Gangtok,Sikkim,20.0,1637.79,32.9,clay,0
2017,4,Gangtok,Sikkim,20.0,1652.96,28.98,clay,1
2017,5,Gangtok,Sikkim,70.62,1637.06,30.74,clay,0
2017,6,Gangtok,Sikkim,181.39,1619.12,27.63,clay,1
2017,7,Gangtok,Sikkim,367.93,1689.96,33.41,clay,1
2017,8,Gangtok,Sikkim,331.91,1690.52,30.66,clay,0
2017,9,Gangtok,Sikkim,197.52,1649.44,28.93,clay,0
2017,10,Gangtok,Sikkim,129.33,1630.74,27.31,clay,0
2017,11,Gangtok,Sikkim,152.06,1647.39,32.18,clay,0
2017,12,Gangtok,Sikkim,94.25,1653.1,33.13,clay,0
2018,1,Gangtok,Sikkim,149.64,1644.07,33.25,clay,0
2018,2,Gangtok,Sikkim,68.15,1630.81,33.29,clay,1
2018,3,Gangtok,Sikkim,126.24,1632.38,26.39,clay,0
2018,4,Gangtok,Sikkim,86.34,1643.85,27.48,clay,0
2018,5,Gangtok,Sikkim,68.62,1642.36,32.9,clay,0
2018,6,Gangtok,Sikkim,272.32,1651.24,30.82,clay,0
2018,7,Gangtok,Sikkim,511.17,1652.0,34.42,clay,1
2018,8,Gangtok,Sikkim,469.61,1660.43,32.68,clay,1
2018,9,Gangtok,Sikkim,368.22,1624.2,32.79,clay,0
2018,10,Gangtok,Sikkim,82.22,1634.38,28.06,clay,0
2018,11,Gangtok,Sikkim,172.98,1672.15,30.81,clay,0
2018,12,Gangtok,Sikkim,155.21,1645.33,28.97,clay,0
2019,1,Gangtok,Sikkim,20.64,1690.74,29.88,clay,1
2019,2,Gangtok,Sikkim,20.0,1621.04,25.96,clay,0
2019,3,Gangtok,Sikkim,74.34,1657.69,27.71,clay,0
2019,4,Gangtok,Sikkim,220.39,1653.4,23.14,clay,0
2019,5,Gangtok,Sikkim,118.38,1648.6,32.01,clay,0
2019,6,Gangtok,Sikkim,360.16,1683.45,32.11,clay,1
2019,7,Gangtok,Sikkim,628.65,1659.71,30.72,clay,0
2019,8,Gangtok,Sikkim,576.96,1630.85,30.9,clay,0
2019,9,Gangtok,Sikkim,439.08,1663.16,29.57,clay,0
2019,10,Gangtok,Sikkim,117.52,1603.45,31.34,clay,1
2019,11,Gangtok,Sikkim,106.59,1642.57,30.26,clay,0
2019,12,Gangtok,Sikkim,69.75,1635.07,29.54,clay,0
2020,1,Gangtok,Sikkim,98.04,1657.67,36.44,clay,0
2020,2,Gangtok,Sikkim,40.27,1674.56,30.71,clay,0
2020,3,Gangtok,Sikkim,73.6,1648.42,32.19,clay,0
2020,4,Gangtok,Sikkim,20.0,1715.94,33.68,clay,0
2020,5,Gangtok,Sikkim,164.44,1610.86,21.98,clay,1
2020,6,Gangtok,Sikkim,216.71,1665.11,28.97,clay,0
2020,7,Gangtok,Sikkim,499.64,1634.34,32.48,clay,1
2020,8,Gangtok,Sikkim,458.16,1643.55,30.52,clay,1
2020,9,Gangtok,Sikkim,318.25,1663.96,36.57,clay,0
2020,10,Gangtok,Sikkim,217.9,1707.01,27.47,clay,0
2020,11,Gangtok,Sikkim,98.27,1679.46,26.88,clay,0
2020,12,Gangtok,Sikkim,107.62,1698.3,34.86,clay,1
2021,1,Gangtok,Sikkim,20.0,1685.88,29.96,clay,0
2021,2,Gangtok,Sikkim,82.8,1676.83,29.36,clay,0
2021,3,Gangtok,Sikkim,44.22,1654.11,37.59,clay,0
2021,4,Gangtok,Sikkim,84.04,1676.43,31.6,clay,0
2021,5,Gangtok,Sikkim,124.81,1647.71,28.34,clay,1
2021,6,Gangtok,Sikkim,262.78,1631.24,27.26,clay,0
2021,7,Gangtok,Sikkim,401.69,1621.97,33.79,clay,1
2021,8,Gangtok,Sikkim,406.05,1647.57,25.02,clay,1
2021,9,Gangtok,Sikkim,244.8,1648.3,32.09,clay,0
2021,10,Gangtok,Sikkim,20.0,1669.48,27.67,clay,1
2021,11,Gangtok,Sikkim,179.25,1638.56,31.56,clay,1
2021,12,Gangtok,Sikkim,123.83,1646.52,34.62,clay,0
2022,1,Gangtok,Sikkim,169.67,1611.82,27.83,clay,1
2022,2,Gangtok,Sikkim,52.55,1633.01,35.95,clay,1
2022,3,Gangtok,Sikkim,20.0,1610.05,29.11,clay,1
2022,4,Gangtok,Sikkim,29.04,1627.68,35.6,clay,0
2022,5,Gangtok,Sikkim,72.71,1675.15,27.62,clay,1
2022,6,Gangtok,Sikkim,208.0,1627.1,34.14,clay,1
2022,7,Gangtok,Sikkim,450.62,1672.51,36.1,clay,0
2022,8,Gangtok,Sikkim,551.39,1690.1,32.27,clay,1
2022,9,Gangtok,Sikkim,187.46,1642.07,33.82,clay,0
2022,10,Gangtok,Sikkim,116.73,1706.96,25.1,clay,1
2022,11,Gangtok,Sikkim,20.0,1651.19,30.25,clay,1
2022,12,Gangtok,Sikkim,61.09,1657.95,32.95,clay,0
2023,1,Gangtok,Sikkim,52.98,1656.92,34.59,clay,0
2023,2,Gangtok,Sikkim,228.34,1652.42,30.03,clay,1
2023,3,Gangtok,Sikkim,54.16,1622.7,31.41,clay,1
2023,4,Gangtok,Sikkim,141.22,1651.97,34.16,clay,0
2023,5,Gangtok,Sikkim,97.62,1653.93,31.53,clay,1
2023,6,Gangtok,Sikkim,339.74,1639.84,29.15,clay,0
2023,7,Gangtok,Sikkim,503.33,1662.87,33.46,clay,1
2023,8,Gangtok,Sikkim,480.33,1615.07,34.67,clay,1
2023,9,Gangtok,Sikkim,318.0,1677.0,33.83,clay,0
2023,10,Gangtok,Sikkim,166.78,1658.81,28.38,clay,0
2023,11,Gangtok,Sikkim,98.16,1663.52,33.63,clay,0
2023,12,Gangtok,Sikkim,98.79,1669.42,30.83,clay,0
2024,1,Gangtok,Sikkim,87.28,1594.54,35.11,clay,0
2024,2,Gangtok,Sikkim,48.85,1673.01,28.72,clay,0
2024,3,Gangtok,Sikkim,114.48,1637.93,25.66,clay,1
2024,4,Gangtok,Sikkim,168.07,1663.23,29.6,clay,0
2024,5,Gangtok,Sikkim,87.89,1662.5,26.93,clay,1
2024,6,Gangtok,Sikkim,333.9,1679.47,32.79,clay,1
2024,7,Gangtok,Sikkim,570.48,1687.42,29.52,clay,1
2024,8,Gangtok,Sikkim,549.08,1634.35,31.29,clay,0
2024,9,Gangtok,Sikkim,277.22,1616.67,26.35,clay,1
2024,10,Gangtok,Sikkim,153.15,1684.96,35.67,clay,0
2024,11,Gangtok,Sikkim,73.53,1621.09,33.55,clay,0
2024,12,Gangtok,Sikkim,39.54,1661.64,36.6,clay,0
2025,1,Gangtok,Sikkim,137.61,1638.47,33.27,clay,0
2025,2,Gangtok,Sikkim,170.0,1651.97,29.62,clay,1
2025,3,Gangtok,Sikkim,57.69,1649.15,26.22,clay,0
2025,4,Gangtok,Sikkim,72.09,1619.09,33.03,clay,0
2025,5,Gangtok,Sikkim,53.79,1629.87,34.23,clay,0
2025,6,Gangtok,Sikkim,270.0,1624.23,27.87,clay,1
2025,7,Gangtok,Sikkim,416.49,1644.65,32.14,clay,1
2025,8,Gangtok,Sikkim,549.77,1648.77,32.47,clay,1
2025,9,Gangtok,Sikkim,364.47,1635.27,28.19,clay,0
2025,10,Gangtok,Sikkim,52.0,1621.41,32.62,clay,0
2025,11,Gangtok,Sikkim,31.09,1679.5,34.43,clay,1
2025,12,Gangtok,Sikkim,152.6,1674.32,30.67,clay,0
2015,1,Shillong,Meghalaya,183.11,1478.04,26.23,clay,1
2015,2,Shillong,Meghalaya,160.68,1502.17,28.57,clay,0
2015,3,Shillong,Meghalaya,43.79,1485.06,25.11,clay,0
2015,4,Shillong,Meghalaya,145.41,1494.06,24.7,clay,0
2015,5,Shillong,Meghalaya,460.52,1475.85,23.76,clay,0
2015,6,Shillong,Meghalaya,628.92,1492.38,26.1,clay,1
2015,7,Shillong,Meghalaya,558.44,1505.48,26.38,clay,0
2015,8,Shillong,Meghalaya,366.97,1478.91,24.67,clay,0
2015,9,Shillong,Meghalaya,495.27,1500.35,22.21,clay,1
2015,10,Shillong,Meghalaya,126.13,1529.13,23.24,clay,0
2015,11,Shillong,Meghalaya,82.44,1545.51,22.3,clay,1
2015,12,Shillong,Meghalaya,196.59,1503.42,27.68,clay,0
2016,1,Shillong,Meghalaya,217.39,1488.51,20.76,clay,0
2016,2,Shillong,Meghalaya,174.03,1503.57,24.03,clay,0
2016,3,Shillong,Meghalaya,155.75,1510.54,27.93,clay,0
2016,4,Shillong,Meghalaya,218.51,1470.9,29.49,clay,0
2016,5,Shillong,Meghalaya,392.5,1501.7,17.94,clay,1
2016,6,Shillong,Meghalaya,618.29,1470.72,30.82,clay,1
2016,7,Shillong,Meghalaya,649.56,1488.66,29.18,clay,0
2016,8,Shillong,Meghalaya,479.0,1466.1,25.24,clay,0
2016,9,Shillong,Meghalaya,353.74,1461.38,22.38,clay,1
2016,10,Shillong,Meghalaya,212.52,1463.83,23.82,clay,0
2016,11,Shillong,Meghalaya,241.15,1449.57,15.5,clay,0
2016,12,Shillong,Meghalaya,169.98,1543.71,22.83,clay,1
2017,1,Shillong,Meghalaya,84.66,1494.27,23.25,clay,0
2017,2,Shillong,Meghalaya,314.59,1513.92,20.78,clay,1
2017,3,Shillong,Meghalaya,196.42,1479.94,28.45,clay,1
2017,4,Shillong,Meghalaya,162.25,1471.04,24.59,clay,0
2017,5,Shillong,Meghalaya,433.05,1500.89,25.96,clay,1
2017,6,Shillong,Meghalaya,651.15,1518.29,26.79,clay,1
2017,7,Shillong,Meghalaya,778.32,1506.28,23.31,clay,1
2017,8,Shillong,Meghalaya,538.27,1528.26,21.98,clay,1
2017,9,Shillong,Meghalaya,397.81,1487.93,23.75,clay,1
2017,10,Shillong,Meghalaya,164.01,1506.77,25.3,clay,0
2017,11,Shillong,Meghalaya,189.24,1488.27,21.02,clay,0
2017,12,Shillong,Meghalaya,157.75,1531.08,23.63,clay,0
2018,1,Shillong,Meghalaya,159.14,1484.79,25.78,clay,1
2018,2,Shillong,Meghalaya,182.88,1503.16,20.47,clay,1
2018,3,Shillong,Meghalaya,220.15,1518.07,24.34,clay,1
2018,4,Shillong,Meghalaya,192.54,1449.17,30.34,clay,0
2018,5,Shillong,Meghalaya,430.45,1539.82,24.06,clay,0
2018,6,Shillong,Meghalaya,642.86,1503.37,23.64,clay,0
2018,7,Shillong,Meghalaya,667.32,1480.23,24.1,clay,0
2018,8,Shillong,Meghalaya,472.66,1422.51,24.39,clay,0
2018,9,Shillong,Meghalaya,453.5,1478.29,24.29,clay,0
2018,10,Shillong,Meghalaya,146.09,1514.62,22.89,clay,1
2018,11,Shillong,Meghalaya,121.81,1462.57,27.84,clay,0
2018,12,Shillong,Meghalaya,204.78,1519.53,21.1,clay,1
2019,1,Shillong,Meghalaya,91.3,1493.68,27.09,clay,1
2019,2,Shillong,Meghalaya,243.92,1500.66,24.07,clay,0
2019,3,Shillong,Meghalaya,23.06,1519.57,23.93,clay,0
2019,4,Shillong,Meghalaya,234.8,1499.16,22.98,clay,1
2019,5,Shillong,Meghalaya,598.06,1492.36,26.19,clay,1
2019,6,Shillong,Meghalaya,605.12,1492.26,21.35,clay,1
2019,7,Shillong,Meghalaya,678.28,1451.27,17.85,clay,1
2019,8,Shillong,Meghalaya,426.79,1509.41,21.42,clay,0
2019,9,Shillong,Meghalaya,388.4,1516.31,28.28,clay,1
2019,10,Shillong,Meghalaya,78.95,1507.5,22.93,clay,0
2019,11,Shillong,Meghalaya,241.5,1478.14,25.88,clay,1
2019,12,Shillong,Meghalaya,160.55,1466.79,26.04,clay,0
2020,1,Shillong,Meghalaya,98.04,1521.72,20.44,clay,0
2020,2,Shillong,Meghalaya,198.27,1479.74,22.61,clay,0
2020,3,Shillong,Meghalaya,74.13,1479.84,24.23,clay,0
2020,4,Shillong,Meghalaya,152.58,1496.09,28.21,clay,0
2020,5,Shillong,Meghalaya,412.33,1485.95,25.44,clay,0
2020,6,Shillong,Meghalaya,797.27,1502.76,25.85,clay,1
2020,7,Shillong,Meghalaya,647.74,1521.77,26.85,clay,1
2020,8,Shillong,Meghalaya,421.06,1473.84,21.51,clay,0
2020,9,Shillong,Meghalaya,386.92,1504.77,23.89,clay,1
2020,10,Shillong,Meghalaya,129.75,1501.12,27.77,clay,1
2020,11,Shillong,Meghalaya,229.33,1484.8,20.96,clay,1
2020,12,Shillong,Meghalaya,187.02,1514.6,25.84,clay,1
2021,1,Shillong,Meghalaya,204.65,1534.35,21.44,clay,1
2021,2,Shillong,Meghalaya,119.54,1512.5,24.6,clay,0
2021,3,Shillong,Meghalaya,158.68,1515.9,21.53,clay,0
2021,4,Shillong,Meghalaya,144.72,1483.56,23.24,clay,0
2021,5,Shillong,Meghalaya,426.99,1515.09,22.82,clay,1
2021,6,Shillong,Meghalaya,602.97,1488.88,21.3,clay,1
2021,7,Shillong,Meghalaya,596.18,1479.41,22.45,clay,1
2021,8,Shillong,Meghalaya,393.5,1521.41,22.74,clay,0
2021,9,Shillong,Meghalaya,467.81,1532.32,28.99,clay,0
2021,10,Shillong,Meghalaya,76.74,1509.11,25.96,clay,1
2021,11,Shillong,Meghalaya,67.59,1496.42,27.29,clay,0
2021,12,Shillong,Meghalaya,203.2,1511.78,22.9,clay,0
2022,1,Shillong,Meghalaya,223.84,1524.57,19.8,clay,1
2022,2,Shillong,Meghalaya,137.7,1555.14,27.6,clay,0
2022,3,Shillong,Meghalaya,197.26,1490.36,25.3,clay,0
2022,4,Shillong,Meghalaya,225.23,1477.07,26.01,clay,0
2022,5,Shillong,Meghalaya,411.99,1498.71,25.51,clay,0
2022,6,Shillong,Meghalaya,538.36,1520.02,22.82,clay,1
2022,7,Shillong,Meghalaya,650.02,1476.51,27.36,clay,1
2022,8,Shillong,Meghalaya,487.27,1486.15,27.93,clay,1
2022,9,Shillong,Meghalaya,342.99,1534.46,24.35,clay,0
2022,10,Shillong,Meghalaya,20.0,1476.84,21.12,clay,0
2022,11,Shillong,Meghalaya,166.9,1494.47,24.21,clay,0
2022,12,Shillong,Meghalaya,293.56,1483.28,23.33,clay,1
2023,1,Shillong,Meghalaya,163.83,1577.82,26.42,clay,1
2023,2,Shillong,Meghalaya,110.81,1466.0,21.06,clay,0
2023,3,Shillong,Meghalaya,184.05,1512.19,21.8,clay,1
2023,4,Shillong,Meghalaya,124.57,1507.12,22.33,clay,0
2023,5,Shillong,Meghalaya,196.77,1551.05,24.47,clay,1
2023,6,Shillong,Meghalaya,388.94,1494.74,16.59,clay,0
2023,7,Shillong,Meghalaya,422.66,1488.99,27.86,clay,0
2023,8,Shillong,Meghalaya,353.56,1495.28,24.7,clay,0
2023,9,Shillong,Meghalaya,454.16,1482.83,28.87,clay,1
2023,10,Shillong,Meghalaya,70.63,1503.32,28.52,clay,0
2023,11,Shillong,Meghalaya,20.0,1499.45,27.37,clay,0
2023,12,Shillong,Meghalaya,107.85,1507.15,23.02,clay,0
2024,1,Shillong,Meghalaya,159.68,1496.54,22.73,clay,1
2024,2,Shillong,Meghalaya,221.33,1452.45,20.25,clay,0
2024,3,Shillong,Meghalaya,172.11,1499.49,24.87,clay,0
2024,4,Shillong,Meghalaya,145.33,1480.69,26.67,clay,0
2024,5,Shillong,Meghalaya,461.78,1501.03,27.11,clay,1
2024,6,Shillong,Meghalaya,722.73,1456.66,24.66,clay,1
2024,7,Shillong,Meghalaya,608.6,1499.57,25.52,clay,0
2024,8,Shillong,Meghalaya,379.88,1515.67,23.17,clay,1
2024,9,Shillong,Meghalaya,350.15,1497.12,22.96,clay,0
2024,10,Shillong,Meghalaya,91.21,1520.16,22.2,clay,1
2024,11,Shillong,Meghalaya,118.2,1525.72,25.51,clay,0
2024,12,Shillong,Meghalaya,163.2,1500.81,26.42,clay,1
2025,1,Shillong,Meghalaya,108.86,1563.48,23.88,clay,0
2025,2,Shillong,Meghalaya,63.68,1452.54,26.25,clay,1
2025,3,Shillong,Meghalaya,54.86,1489.1,23.23,clay,0
2025,4,Shillong,Meghalaya,98.68,1515.26,23.85,clay,1
2025,5,Shillong,Meghalaya,376.18,1502.45,25.31,clay,1
2025,6,Shillong,Meghalaya,582.03,1510.65,24.12,clay,1
2025,7,Shillong,Meghalaya,579.57,1518.22,21.92,clay,0
2025,8,Shillong,Meghalaya,341.71,1526.45,24.57,clay,0
2025,9,Shillong,Meghalaya,359.75,1494.72,26.24,clay,1
2025,10,Shillong,Meghalaya,64.37,1510.49,23.88,clay,1
2025,11,Shillong,Meghalaya,145.94,1572.95,23.45,clay,0
2025,12,Shillong,Meghalaya,290.77,1516.26,21.36,clay,1
2015,1,Guwahati,Assam,73.12,62.75,8.18,alluvial,0
2015,2,Guwahati,Assam,81.1,3.49,15.27,alluvial,1
2015,3,Guwahati,Assam,21.1,60.47,10.66,alluvial,0
2015,4,Guwahati,Assam,162.86,79.79,12.54,alluvial,0
2015,5,Guwahati,Assam,338.18,39.11,11.88,alluvial,0
2015,6,Guwahati,Assam,527.75,32.74,7.43,alluvial,1
2015,7,Guwahati,Assam,600.43,46.73,10.47,alluvial,1
2015,8,Guwahati,Assam,421.73,12.27,15.69,alluvial,1
2015,9,Guwahati,Assam,458.78,57.68,8.76,alluvial,0
2015,10,Guwahati,Assam,164.77,35.64,14.43,alluvial,0
2015,11,Guwahati,Assam,179.35,99.62,12.04,alluvial,0
2015,12,Guwahati,Assam,85.08,88.02,12.51,alluvial,0
2016,1,Guwahati,Assam,252.78,67.65,8.83,alluvial,0
2016,2,Guwahati,Assam,277.06,64.79,14.03,alluvial,0
2016,3,Guwahati,Assam,138.2,33.94,14.25,alluvial,0
2016,4,Guwahati,Assam,126.3,67.76,14.63,alluvial,0
2016,5,Guwahati,Assam,434.02,65.6,9.1,alluvial,1
2016,6,Guwahati,Assam,485.66,42.41,9.55,alluvial,1
2016,7,Guwahati,Assam,479.66,105.56,15.76,alluvial,0
2016,8,Guwahati,Assam,338.95,84.24,10.02,alluvial,1
2016,9,Guwahati,Assam,450.38,41.3,7.99,alluvial,0
2016,10,Guwahati,Assam,271.19,64.38,13.54,alluvial,0
2016,11,Guwahati,Assam,56.09,23.43,9.67,alluvial,0
2016,12,Guwahati,Assam,184.95,28.01,12.83,alluvial,0
2017,1,Guwahati,Assam,217.2,39.87,14.73,alluvial,0
2017,2,Guwahati,Assam,162.8,45.37,6.4,alluvial,0
2017,3,Guwahati,Assam,169.13,49.78,11.06,alluvial,0
2017,4,Guwahati,Assam,168.61,34.46,11.49,alluvial,0
2017,5,Guwahati,Assam,340.26,48.19,15.7,alluvial,0
2017,6,Guwahati,Assam,552.9,50.5,16.11,alluvial,0
2017,7,Guwahati,Assam,514.51,82.1,12.63,alluvial,0
2017,8,Guwahati,Assam,360.51,14.76,9.91,alluvial,1
2017,9,Guwahati,Assam,393.28,61.4,15.58,alluvial,1
2017,10,Guwahati,Assam,105.52,77.8,9.99,alluvial,0
2017,11,Guwahati,Assam,117.07,28.65,13.28,alluvial,0
2017,12,Guwahati,Assam,101.72,61.52,11.93,alluvial,0
2018,1,Guwahati,Assam,24.22,55.85,13.84,alluvial,0
2018,2,Guwahati,Assam,168.63,63.88,15.82,alluvial,0
2018,3,Guwahati,Assam,46.24,32.38,6.58,alluvial,0
2018,4,Guwahati,Assam,106.45,47.68,9.93,alluvial,1
2018,5,Guwahati,Assam,373.0,17.56,16.09,alluvial,0
2018,6,Guwahati,Assam,466.3,34.63,15.22,alluvial,1
2018,7,Guwahati,Assam,510.85,53.3,13.29,alluvial,1
2018,8,Guwahati,Assam,411.19,55.48,10.43,alluvial,1
2018,9,Guwahati,Assam,329.89,97.11,14.53,alluvial,0
2018,10,Guwahati,Assam,120.16,29.25,8.77,alluvial,0
2018,11,Guwahati,Assam,64.31,0.55,9.9,alluvial,0
2018,12,Guwahati,Assam,209.68,18.09,13.37,alluvial,0
2019,1,Guwahati,Assam,145.98,25.31,10.81,alluvial,0
2019,2,Guwahati,Assam,132.75,60.2,9.83,alluvial,0
2019,3,Guwahati,Assam,102.81,41.84,10.43,alluvial,0
2019,4,Guwahati,Assam,179.86,39.14,8.86,alluvial,0
2019,5,Guwahati,Assam,336.24,40.74,8.46,alluvial,0
2019,6,Guwahati,Assam,437.72,50.73,4.78,alluvial,1
2019,7,Guwahati,Assam,483.85,57.68,10.96,alluvial,0
2019,8,Guwahati,Assam,302.65,-10.11,10.42,alluvial,1
2019,9,Guwahati,Assam,282.19,73.89,11.33,alluvial,0
2019,10,Guwahati,Assam,233.38,104.98,15.42,alluvial,0
2019,11,Guwahati,Assam,98.35,79.4,16.2,alluvial,0
2019,12,Guwahati,Assam,110.64,5.52,11.19,alluvial,0
2020,1,Guwahati,Assam,186.66,61.24,11.02,alluvial,0
2020,2,Guwahati,Assam,137.12,64.64,13.24,alluvial,1
2020,3,Guwahati,Assam,158.86,95.92,11.45,alluvial,0
2020,4,Guwahati,Assam,206.23,1.73,15.55,alluvial,0
2020,5,Guwahati,Assam,307.74,73.63,12.4,alluvial,1
2020,6,Guwahati,Assam,760.63,24.79,7.77,alluvial,1
2020,7,Guwahati,Assam,668.48,38.71,5.42,alluvial,0
2020,8,Guwahati,Assam,481.5,70.47,14.21,alluvial,0
2020,9,Guwahati,Assam,421.78,76.04,8.85,alluvial,1
2020,10,Guwahati,Assam,121.84,35.39,17.4,alluvial,0
2020,11,Guwahati,Assam,240.78,17.03,13.51,alluvial,0
2020,12,Guwahati,Assam,205.89,-1.37,10.0,alluvial,0
2021,1,Guwahati,Assam,103.03,82.97,12.04,alluvial,0
2021,2,Guwahati,Assam,133.12,63.28,16.85,alluvial,0
2021,3,Guwahati,Assam,217.78,28.61,10.94,alluvial,0
2021,4,Guwahati,Assam,196.87,21.61,18.41,alluvial,0
2021,5,Guwahati,Assam,416.37,105.9,13.41,alluvial,0
2021,6,Guwahati,Assam,638.58,91.28,9.78,alluvial,1
2021,7,Guwahati,Assam,556.73,54.27,14.33,alluvial,0
2021,8,Guwahati,Assam,371.02,64.96,11.24,alluvial,0
2021,9,Guwahati,Assam,386.43,61.83,9.01,alluvial,1
2021,10,Guwahati,Assam,107.74,43.05,8.63,alluvial,1
2021,11,Guwahati,Assam,74.7,21.3,12.05,alluvial,0
2021,12,Guwahati,Assam,201.11,34.01,15.65,alluvial,0
2022,1,Guwahati,Assam,239.24,93.51,10.34,alluvial,1
2022,2,Guwahati,Assam,181.53,67.54,10.98,alluvial,0
2022,3,Guwahati,Assam,192.64,48.08,12.34,alluvial,0
2022,4,Guwahati,Assam,197.24,46.87,16.86,alluvial,0
2022,5,Guwahati,Assam,371.93,45.54,14.7,alluvial,0
2022,6,Guwahati,Assam,683.31,44.64,14.57,alluvial,1
2022,7,Guwahati,Assam,734.59,57.33,10.47,alluvial,1
2022,8,Guwahati,Assam,392.0,25.4,11.75,alluvial,0
2022,9,Guwahati,Assam,391.79,66.92,17.15,alluvial,0
2022,10,Guwahati,Assam,257.37,82.79,13.05,alluvial,0
2022,11,Guwahati,Assam,177.15,62.46,9.65,alluvial,0
2022,12,Guwahati,Assam,248.07,69.55,11.04,alluvial,0
2023,1,Guwahati,Assam,197.56,74.01,6.77,alluvial,0
2023,2,Guwahati,Assam,210.09,81.8,15.04,alluvial,0
2023,3,Guwahati,Assam,98.27,80.26,11.87,alluvial,1
2023,4,Guwahati,Assam,75.71,61.23,11.96,alluvial,0
2023,5,Guwahati,Assam,348.87,42.81,7.69,alluvial,1
2023,6,Guwahati,Assam,507.01,59.09,14.24,alluvial,0
2023,7,Guwahati,Assam,320.72,38.97,20.47,alluvial,0
2023,8,Guwahati,Assam,310.55,27.89,12.37,alluvial,1
2023,9,Guwahati,Assam,339.86,29.83,12.14,alluvial,0
2023,10,Guwahati,Assam,26.36,49.72,16.27,alluvial,0
2023,11,Guwahati,Assam,70.56,63.29,8.86,alluvial,0
2023,12,Guwahati,Assam,147.44,41.41,10.87,alluvial,0
2024,1,Guwahati,Assam,139.92,70.32,11.92,alluvial,1
2024,2,Guwahati,Assam,25.06,68.72,19.06,alluvial,0
2024,3,Guwahati,Assam,99.81,102.47,12.26,alluvial,0
2024,4,Guwahati,Assam,153.94,46.36,11.6,alluvial,0
2024,5,Guwahati,Assam,416.95,48.46,13.67,alluvial,1
2024,6,Guwahati,Assam,487.46,45.75,13.7,alluvial,1
2024,7,Guwahati,Assam,558.01,24.63,5.38,alluvial,1
2024,8,Guwahati,Assam,396.03,63.34,11.83,alluvial,0
2024,9,Guwahati,Assam,355.48,47.97,13.74,alluvial,0
2024,10,Guwahati,Assam,71.48,68.06,21.27,alluvial,0
2024,11,Guwahati,Assam,123.19,60.06,11.95,alluvial,0
2024,12,Guwahati,Assam,20.0,49.77,9.29,alluvial,0
2025,1,Guwahati,Assam,136.96,42.03,14.56,alluvial,0
2025,2,Guwahati,Assam,187.84,40.34,11.44,alluvial,0
2025,3,Guwahati,Assam,275.31,60.13,7.13,alluvial,1
2025,4,Guwahati,Assam,146.99,40.63,10.15,alluvial,0
2025,5,Guwahati,Assam,454.33,66.3,10.93,alluvial,1
2025,6,Guwahati,Assam,669.26,76.23,8.18,alluvial,1
2025,7,Guwahati,Assam,630.46,52.33,17.83,alluvial,1
2025,8,Guwahati,Assam,423.93,101.28,11.21,alluvial,1
2025,9,Guwahati,Assam,444.85,132.46,11.23,alluvial,0
2025,10,Guwahati,Assam,117.88,64.47,14.09,alluvial,0
2025,11,Guwahati,Assam,26.42,-2.61,10.92,alluvial,1
2025,12,Guwahati,Assam,143.01,62.3,14.02,alluvial,0
2015,1,Srinagar,Jammu and Kashmir,20.0,1602.1,19.56,rocky,0
2015,2,Srinagar,Jammu and Kashmir,212.13,1599.96,20.05,rocky,0
2015,3,Srinagar,Jammu and Kashmir,66.27,1543.14,21.67,rocky,0
