year,month,place,state,rainfall_mm,rainfall_3day,temperature_c,humidity_percent,elevation_m,soil_type,slope_deg,flood
2016,10,Kolkata,West Bengal,168.72,61.2,31.2,43.3,9,Clayey,1,0
2017,10,Kolkata,West Bengal,139.87,40.07,33.9,50.5,9,Clayey,1,0
2018,10,Kolkata,West Bengal,10.0,3.46,33.6,90.1,9,Clayey,1,1
2019,10,Kolkata,West Bengal,13.28,4.83,26.1,49.4,9,Clayey,1,0
2020,10,Kolkata,West Bengal,144.53,42.81,30.7,64.2,9,Clayey,1,0
2021,10,Kolkata,West Bengal,378.01,80.47,32.3,86.0,9,Clayey,1,1
2022,10,Kolkata,West Bengal,31.61,13.85,31.8,65.1,9,Clayey,1,0
2023,10,Kolkata,West Bengal,265.0,79.15,32.2,40.3,9,Clayey,1,0
2024,10,Kolkata,West Bengal,37.21,13.46,28.9,52.3,9,Clayey,1,0
2025,10,Kolkata,West Bengal,79.48,33.7,33.6,93.2,9,Clayey,1,0
2015,11,Kolkata,West Bengal,124.06,39.33,33.9,62.0,9,Clayey,1,1
2016,11,Kolkata,West Bengal,10.0,4.46,27.0,60.6,9,Clayey,1,0
2017,11,Kolkata,West Bengal,139.83,50.07,31.2,78.0,9,Clayey,1,0
2018,11,Kolkata,West Bengal,157.26,67.6,28.6,59.1,9,Clayey,1,0
2019,11,Kolkata,West Bengal,130.86,34.53,27.4,69.7,9,Clayey,1,0
2020,11,Kolkata,West Bengal,10.0,2.74,29.3,56.2,9,Clayey,1,0
2021,11,Kolkata,West Bengal,10.0,2.42,28.4,58.9,9,Clayey,1,0
2022,11,Kolkata,West Bengal,36.16,12.25,33.3,70.5,9,Clayey,1,0
2023,11,Kolkata,West Bengal,227.69,108.17,29.9,35.9,9,Clayey,1,0
2024,11,Kolkata,West Bengal,227.64,64.34,28.3,46.5,9,Clayey,1,0
2025,11,Kolkata,West Bengal,87.83,42.75,30.0,69.6,9,Clayey,1,0
2015,12,Kolkata,West Bengal,10.0,4.07,30.5,98.6,9,Clayey,1,0
2016,12,Kolkata,West Bengal,481.11,234.28,29.7,84.5,9,Clayey,1,1
2017,12,Kolkata,West Bengal,198.56,74.31,28.0,61.4,9,Clayey,1,0
2018,12,Kolkata,West Bengal,163.98,61.29,26.3,67.5,9,Clayey,1,0
2019,12,Kolkata,West Bengal,39.4,11.8,29.2,83.8,9,Clayey,1,0
2020,12,Kolkata,West Bengal,10.0,2.19,29.4,49.9,9,Clayey,1,0
2021,12,Kolkata,West Bengal,226.16,102.16,30.3,51.9,9,Clayey,1,0
2022,12,Kolkata,West Bengal,192.96,86.74,33.3,82.0,9,Clayey,1,0
2023,12,Kolkata,West Bengal,326.92,127.75,33.9,63.2,9,Clayey,1,0
2024,12,Kolkata,West Bengal,160.43,64.48,29.9,67.7,9,Clayey,1,0
2025,12,Kolkata,West Bengal,60.51,20.42,32.0,64.9,9,Clayey,1,0
2015,1,Srinagar,Jammu and Kashmir,83.99,23.23,25.0,68.9,1585,Loamy,10,0
2016,1,Srinagar,Jammu and Kashmir,166.25,66.54,28.8,54.7,1585,Loamy,10,0
2017,1,Srinagar,Jammu and Kashmir,76.73,33.99,29.4,26.7,1585,Loamy,10,0
2018,1,Srinagar,Jammu and Kashmir,195.3,96.1,24.8,77.2,1585,Loamy,10,0
2019,1,Srinagar,Jammu and Kashmir,109.44,42.06,25.7,46.8,1585,Loamy,10,0
2020,1,Srinagar,Jammu and Kashmir,183.54,69.35,22.3,51.7,1585,Loamy,10,0
2021,1,Srinagar,Jammu and Kashmir,355.17,122.32,23.0,87.3,1585,Loamy,10,1
2022,1,Srinagar,Jammu and Kashmir,22.16,5.14,27.2,23.5,1585,Loamy,10,0
2023,1,Srinagar,Jammu and Kashmir,10.0,2.22,27.0,77.8,1585,Loamy,10,0
2024,1,Srinagar,Jammu and Kashmir,239.14,111.42,22.1,63.3,1585,Loamy,10,0
2025,1,Srinagar,Jammu and Kashmir,225.14,46.33,22.9,78.2,1585,Loamy,10,0
2015,2,Srinagar,Jammu and Kashmir,163.59,47.45,24.9,51.1,1585,Loamy,10,1
2016,2,Srinagar,Jammu and Kashmir,117.27,27.42,23.5,41.0,1585,Loamy,10,0
2017,2,Srinagar,Jammu and Kashmir,379.8,141.97,29.2,50.1,1585,Loamy,10,0
2018,2,Srinagar,Jammu and Kashmir,198.44,94.81,24.3,61.6,1585,Loamy,10,0
2019,2,Srinagar,Jammu and Kashmir,134.11,57.59,29.7,47.8,1585,Loamy,10,0
2020,2,Srinagar,Jammu and Kashmir,28.08,11.48,28.7,79.1,1585,Loamy,10,0
2021,2,Srinagar,Jammu and Kashmir,31.7,10.72,28.0,72.3,1585,Loamy,10,0
2022,2,Srinagar,Jammu and Kashmir,266.81,53.89,28.8,61.0,1585,Loamy,10,0
2023,2,Srinagar,Jammu and Kashmir,163.65,40.85,24.3,23.5,1585,Loamy,10,0
2024,2,Srinagar,Jammu and Kashmir,165.38,47.16,29.8,79.4,1585,Loamy,10,0
2025,2,Srinagar,Jammu and Kashmir,286.07,61.71,26.7,55.8,1585,Loamy,10,0
2015,3,Srinagar,Jammu and Kashmir,343.31,111.83,24.6,83.7,1585,Loamy,10,1
2016,3,Srinagar,Jammu and Kashmir,318.42,96.26,21.7,87.6,1585,Loamy,10,1
2017,3,Srinagar,Jammu and Kashmir,219.64,87.05,19.5,65.6,1585,Loamy,10,0
2018,3,Srinagar,Jammu and Kashmir,344.97,164.59,24.7,92.8,1585,Loamy,10,1
2019,3,Srinagar,Jammu and Kashmir,460.99,186.54,26.2,76.4,1585,Loamy,10,1
2020,3,Srinagar,Jammu and Kashmir,10.0,4.49,23.3,24.8,1585,Loamy,10,0
2021,3,Srinagar,Jammu and Kashmir,10.0,2.85,23.1,64.7,1585,Loamy,10,0
2022,3,Srinagar,Jammu and Kashmir,263.53,106.99,20.9,90.5,1585,Loamy,10,1
2023,3,Srinagar,Jammu and Kashmir,98.21,26.0,21.5,57.4,1585,Loamy,10,0
2024,3,Srinagar,Jammu and Kashmir,286.46,122.63,20.6,65.0,1585,Loamy,10,0
2025,3,Srinagar,Jammu and Kashmir,166.83,60.82,25.5,90.5,1585,Loamy,10,1
2015,4,Srinagar,Jammu and Kashmir,111.01,41.69,25.4,97.8,1585,Loamy,10,1
2016,4,Srinagar,Jammu and Kashmir,474.42,163.46,26.6,77.7,1585,Loamy,10,1
2017,4,Srinagar,Jammu and Kashmir,144.72,38.76,22.3,72.4,1585,Loamy,10,0
2018,4,Srinagar,Jammu and Kashmir,380.08,158.75,26.6,84.8,1585,Loamy,10,1
2019,4,Srinagar,Jammu and Kashmir,210.4,51.31,25.7,87.2,1585,Loamy,10,1
2020,4,Srinagar,Jammu and Kashmir,445.55,121.65,26.0,84.9,1585,Loamy,10,1
2021,4,Srinagar,Jammu and Kashmir,40.53,18.01,19.2,45.6,1585,Loamy,10,0
2022,4,Srinagar,Jammu and Kashmir,359.55,94.45,25.3,84.6,1585,Loamy,10,1
2023,4,Srinagar,Jammu and Kashmir,417.34,177.24,23.8,80.2,1585,Loamy,10,1
2024,4,Srinagar,Jammu and Kashmir,284.01,70.74,24.8,84.1,1585,Loamy,10,1
2025,4,Srinagar,Jammu and Kashmir,327.31,144.44,22.5,97.6,1585,Loamy,10,1
2015,5,Srinagar,Jammu and Kashmir,208.91,65.91,25.5,23.3,1585,Loamy,10,0
2016,5,Srinagar,Jammu and Kashmir,281.41,80.6,29.1,51.7,1585,Loamy,10,0
2017,5,Srinagar,Jammu and Kashmir,506.11,148.23,29.4,84.6,1585,Loamy,10,1
2018,5,Srinagar,Jammu and Kashmir,301.04,128.18,26.6,63.1,1585,Loamy,10,0
2019,5,Srinagar,Jammu and Kashmir,117.28,23.85,25.0,56.1,1585,Loamy,10,0
2020,5,Srinagar,Jammu and Kashmir,154.25,61.91,28.8,50.0,1585,Loamy,10,0
2021,5,Srinagar,Jammu and Kashmir,150.42,74.79,22.1,80.6,1585,Loamy,10,1
2022,5,Srinagar,Jammu and Kashmir,113.3,47.73,26.6,67.0,1585,Loamy,10,0
2023,5,Srinagar,Jammu and Kashmir,268.36,84.87,23.7,55.1,1585,Loamy,10,0
2024,5,Srinagar,Jammu and Kashmir,17.42,6.47,28.2,26.8,1585,Loamy,10,0
2025,5,Srinagar,Jammu and Kashmir,10.0,2.19,27.5,66.0,1585,Loamy,10,0
2015,6,Srinagar,Jammu and Kashmir,139.8,53.67,22.6,56.6,1585,Loamy,10,0
2016,6,Srinagar,Jammu and Kashmir,10.0,3.44,28.0,55.6,1585,Loamy,10,0
2017,6,Srinagar,Jammu and Kashmir,28.38,12.69,25.5,47.4,1585,Loamy,10,0
2018,6,Srinagar,Jammu and Kashmir,165.82,74.58,27.4,53.5,1585,Loamy,10,0
2019,6,Srinagar,Jammu and Kashmir,204.09,97.01,24.6,79.7,1585,Loamy,10,1
2020,6,Srinagar,Jammu and Kashmir,135.14,38.55,23.6,56.9,1585,Loamy,10,0
2021,6,Srinagar,Jammu and Kashmir,10.0,4.99,23.2,52.4,1585,Loamy,10,0
2022,6,Srinagar,Jammu and Kashmir,152.98,53.24,29.5,60.7,1585,Loamy,10,0
2023,6,Srinagar,Jammu and Kashmir,26.07,9.14,24.5,54.0,1585,Loamy,10,0
2024,6,Srinagar,Jammu and Kashmir,106.22,31.91,28.1,55.4,1585,Loamy,10,0
2025,6,Srinagar,Jammu and Kashmir,236.39,66.22,23.1,74.3,1585,Loamy,10,0
2015,7,Srinagar,Jammu and Kashmir,164.02,60.29,25.1,80.5,1585,Loamy,10,1
2016,7,Srinagar,Jammu and Kashmir,202.08,63.78,23.0,60.5,1585,Loamy,10,0
2017,7,Srinagar,Jammu and Kashmir,533.62,255.32,20.1,78.7,1585,Loamy,10,1
2018,7,Srinagar,Jammu and Kashmir,10.0,2.94,24.6,64.6,1585,Loamy,10,0
2019,7,Srinagar,Jammu and Kashmir,404.24,153.12,19.3,87.4,1585,Loamy,10,1
2020,7,Srinagar,Jammu and Kashmir,43.26,19.49,20.4,74.7,1585,Loamy,10,0
2021,7,Srinagar,Jammu and Kashmir,282.31,96.35,22.4,82.4,1585,Loamy,10,1
2022,7,Srinagar,Jammu and Kashmir,185.48,60.0,23.7,90.0,1585,Loamy,10,1
2023,7,Srinagar,Jammu and Kashmir,334.71,119.0,25.3,90.1,1585,Loamy,10,1
2024,7,Srinagar,Jammu and Kashmir,10.0,2.02,21.8,66.5,1585,Loamy,10,0
2025,7,Srinagar,Jammu and Kashmir,134.53,56.08,21.9,78.7,1585,Loamy,10,1
2015,8,Srinagar,Jammu and Kashmir,134.21,34.41,22.4,39.6,1585,Loamy,10,0
2016,8,Srinagar,Jammu and Kashmir,166.32,71.37,25.9,84.3,1585,Loamy,10,1
2017,8,Srinagar,Jammu and Kashmir,330.77,68.93,23.6,89.6,1585,Loamy,10,1
2018,8,Srinagar,Jammu and Kashmir,59.49,21.44,21.3,72.9,1585,Loamy,10,0
2019,8,Srinagar,Jammu and Kashmir,80.68,21.43,20.8,64.2,1585,Loamy,10,1
2020,8,Srinagar,Jammu and Kashmir,330.13,81.4,24.2,85.4,1585,Loamy,10,1
2021,8,Srinagar,Jammu and Kashmir,32.62,13.24,26.5,66.6,1585,Loamy,10,0
2022,8,Srinagar,Jammu and Kashmir,142.42,70.64,20.6,43.1,1585,Loamy,10,0
2023,8,Srinagar,Jammu and Kashmir,342.74,105.51,24.7,83.6,1585,Loamy,10,1
2024,8,Srinagar,Jammu and Kashmir,167.9,55.44,21.7,95.4,1585,Loamy,10,1
2025,8,Srinagar,Jammu and Kashmir,79.79,35.0,23.4,47.3,1585,Loamy,10,0
2015,9,Srinagar,Jammu and Kashmir,187.4,53.98,26.9,54.9,1585,Loamy,10,0
2016,9,Srinagar,Jammu and Kashmir,220.48,100.57,24.4,68.5,1585,Loamy,10,0
2017,9,Srinagar,Jammu and Kashmir,36.25,17.74,22.8,72.7,1585,Loamy,10,0
2018,9,Srinagar,Jammu and Kashmir,298.47,116.31,29.9,68.5,1585,Loamy,10,0
2019,9,Srinagar,Jammu and Kashmir,114.34,53.58,29.6,47.2,1585,Loamy,10,0
2020,9,Srinagar,Jammu and Kashmir,383.91,169.85,26.6,100.0,1585,Loamy,10,1
2021,9,Srinagar,Jammu and Kashmir,10.0,3.69,23.5,66.7,1585,Loamy,10,0
2022,9,Srinagar,Jammu and Kashmir,33.56,14.4,27.7,54.5,1585,Loamy,10,0
2023,9,Srinagar,Jammu and Kashmir,48.6,16.92,29.2,54.1,1585,Loamy,10,0
2024,9,Srinagar,Jammu and Kashmir,10.6,2.31,26.5,73.3,1585,Loamy,10,0
2025,9,Srinagar,Jammu and Kashmir,10.0,4.14,23.0,56.4,1585,Loamy,10,0
2015,10,Srinagar,Jammu and Kashmir,10.0,2.63,26.4,39.0,1585,Loamy,10,1
2016,10,Srinagar,Jammu and Kashmir,156.08,68.33,23.7,49.0,1585,Loamy,10,0
2017,10,Srinagar,Jammu and Kashmir,212.65,82.45,23.2,20.0,1585,Loamy,10,0
2018,10,Srinagar,Jammu and Kashmir,191.28,84.5,23.5,80.4,1585,Loamy,10,0
2019,10,Srinagar,Jammu and Kashmir,85.68,21.98,22.2,39.7,1585,Loamy,10,0
2020,10,Srinagar,Jammu and Kashmir,308.3,132.9,25.6,54.0,1585,Loamy,10,0
2021,10,Srinagar,Jammu and Kashmir,163.91,79.41,29.5,49.7,1585,Loamy,10,0
2022,10,Srinagar,Jammu and Kashmir,80.57,27.35,24.4,39.9,1585,Loamy,10,0
2023,10,Srinagar,Jammu and Kashmir,151.12,45.12,29.2,50.5,1585,Loamy,10,0
2024,10,Srinagar,Jammu and Kashmir,104.83,33.35,25.4,36.3,1585,Loamy,10,0
2025,10,Srinagar,Jammu and Kashmir,297.35,147.18,25.8,55.3,1585,Loamy,10,0
2015,11,Srinagar,Jammu and Kashmir,125.66,25.6,22.7,64.6,1585,Loamy,10,1
2016,11,Srinagar,Jammu and Kashmir,272.18,95.66,25.6,57.9,1585,Loamy,10,0
2017,11,Srinagar,Jammu and Kashmir,110.54,31.7,23.6,77.7,1585,Loamy,10,0
2018,11,Srinagar,Jammu and Kashmir,171.32,41.88,23.9,37.6,1585,Loamy,10,0
2019,11,Srinagar,Jammu and Kashmir,10.0,2.74,29.0,61.0,1585,Loamy,10,0
2020,11,Srinagar,Jammu and Kashmir,10.0,3.22,27.0,49.8,1585,Loamy,10,0
2021,11,Srinagar,Jammu and Kashmir,90.36,29.25,26.9,71.3,1585,Loamy,10,0
2022,11,Srinagar,Jammu and Kashmir,166.8,61.75,27.8,84.7,1585,Loamy,10,0
2023,11,Srinagar,Jammu and Kashmir,272.34,127.63,23.7,71.9,1585,Loamy,10,0
2024,11,Srinagar,Jammu and Kashmir,147.97,49.72,27.4,72.8,1585,Loamy,10,0
2025,11,Srinagar,Jammu and Kashmir,45.79,12.03,28.7,53.0,1585,Loamy,10,0
2015,12,Srinagar,Jammu and Kashmir,242.75,53.24,27.4,80.6,1585,Loamy,10,1
2016,12,Srinagar,Jammu and Kashmir,235.44,116.45,23.8,84.2,1585,Loamy,10,1
2017,12,Srinagar,Jammu and Kashmir,121.61,59.33,23.7,79.6,1585,Loamy,10,0
2018,12,Srinagar,Jammu and Kashmir,179.73,54.82,25.6,41.4,1585,Loamy,10,0
2019,12,Srinagar,Jammu and Kashmir,242.98,90.24,28.7,41.2,1585,Loamy,10,0
2020,12,Srinagar,Jammu and Kashmir,242.72,71.36,23.6,38.7,1585,Loamy,10,0
2021,12,Srinagar,Jammu and Kashmir,99.97,49.34,26.7,86.5,1585,Loamy,10,1
2022,12,Srinagar,Jammu and Kashmir,188.19,71.61,28.5,36.4,1585,Loamy,10,0
2023,12,Srinagar,Jammu and Kashmir,162.49,37.68,28.8,37.5,1585,Loamy,10,0
2024,12,Srinagar,Jammu and Kashmir,175.19,67.46,26.8,65.8,1585,Loamy,10,0
2025,12,Srinagar,Jammu and Kashmir,58.95,27.2,23.6,52.8,1585,Loamy,10,0
2015,1,Varanasi,Uttar Pradesh,10.0,4.05,30.0,58.4,81,Alluvial,2,0
2016,1,Varanasi,Uttar Pradesh,249.59,50.81,25.8,87.4,81,Alluvial,2,1
2017,1,Varanasi,Uttar Pradesh,408.81,177.56,30.2,57.2,81,Alluvial,2,0
2018,1,Varanasi,Uttar Pradesh,310.18,118.62,32.7,46.9,81,Alluvial,2,0
2019,1,Varanasi,Uttar Pradesh,287.44,84.68,25.9,76.8,81,Alluvial,2,0
2020,1,Varanasi,Uttar Pradesh,70.84,17.13,27.7,80.0,81,Alluvial,2,0
2021,1,Varanasi,Uttar Pradesh,244.88,111.96,27.6,38.1,81,Alluvial,2,0
2022,1,Varanasi,Uttar Pradesh,20.1,6.42,26.4,73.9,81,Alluvial,2,0
2023,1,Varanasi,Uttar Pradesh,26.2,12.45,27.1,29.1,81,Alluvial,2,0
2024,1,Varanasi,Uttar Pradesh,223.63,56.89,27.1,92.0,81,Alluvial,2,0
2025,1,Varanasi,Uttar Pradesh,10.0,3.77,31.1,59.2,81,Alluvial,2,0
2015,2,Varanasi,Uttar Pradesh,192.75,38.89,31.5,44.8,81,Alluvial,2,0
2016,2,Varanasi,Uttar Pradesh,10.0,3.53,30.9,53.1,81,Alluvial,2,0
2017,2,Varanasi,Uttar Pradesh,138.77,38.6,30.7,53.3,81,Alluvial,2,0
2018,2,Varanasi,Uttar Pradesh,251.37,79.52,28.8,89.9,81,Alluvial,2,1
2019,2,Varanasi,Uttar Pradesh,58.24,12.88,27.7,43.0,81,Alluvial,2,0
2020,2,Varanasi,Uttar Pradesh,10.0,4.77,32.7,72.6,81,Alluvial,2,0
2021,2,Varanasi,Uttar Pradesh,263.09,82.79,28.0,55.9,81,Alluvial,2,0
2022,2,Varanasi,Uttar Pradesh,122.27,46.84,27.1,64.1,81,Alluvial,2,0
2023,2,Varanasi,Uttar Pradesh,141.14,67.74,30.8,51.7,81,Alluvial,2,0
2024,2,Varanasi,Uttar Pradesh,108.33,49.37,29.6,66.2,81,Alluvial,2,0
2025,2,Varanasi,Uttar Pradesh,206.73,101.96,32.4,52.9,81,Alluvial,2,0
2015,3,Varanasi,Uttar Pradesh,400.1,179.0,33.2,74.9,81,Alluvial,2,1
2016,3,Varanasi,Uttar Pradesh,135.31,37.73,31.6,47.1,81,Alluvial,2,0
2017,3,Varanasi,Uttar Pradesh,100.14,31.67,28.9,57.3,81,Alluvial,2,0
2018,3,Varanasi,Uttar Pradesh,183.67,62.92,25.8,73.5,81,Alluvial,2,0
2019,3,Varanasi,Uttar Pradesh,46.9,20.36,31.4,49.7,81,Alluvial,2,0
2020,3,Varanasi,Uttar Pradesh,260.83,101.2,31.8,79.0,81,Alluvial,2,0
2021,3,Varanasi,Uttar Pradesh,25.57,11.51,33.4,58.1,81,Alluvial,2,0
2022,3,Varanasi,Uttar Pradesh,118.85,35.53,32.8,70.2,81,Alluvial,2,0
2023,3,Varanasi,Uttar Pradesh,195.86,76.04,32.5,55.3,81,Alluvial,2,0
2024,3,Varanasi,Uttar Pradesh,355.28,151.21,26.3,87.0,81,Alluvial,2,1
2025,3,Varanasi,Uttar Pradesh,143.39,47.42,32.6,66.2,81,Alluvial,2,0
2015,4,Varanasi,Uttar Pradesh,105.97,23.76,27.3,27.1,81,Alluvial,2,1
2016,4,Varanasi,Uttar Pradesh,26.47,6.97,27.6,100.0,81,Alluvial,2,0
2017,4,Varanasi,Uttar Pradesh,10.0,2.81,33.4,59.0,81,Alluvial,2,0
2018,4,Varanasi,Uttar Pradesh,54.17,20.8,30.1,86.8,81,Alluvial,2,0
2019,4,Varanasi,Uttar Pradesh,109.07,25.94,31.1,64.6,81,Alluvial,2,0
2020,4,Varanasi,Uttar Pradesh,187.8,65.55,29.9,79.7,81,Alluvial,2,0
2021,4,Varanasi,Uttar Pradesh,165.11,77.32,30.8,70.8,81,Alluvial,2,0
2022,4,Varanasi,Uttar Pradesh,41.9,8.84,28.0,32.1,81,Alluvial,2,0
2023,4,Varanasi,Uttar Pradesh,146.35,45.53,29.7,63.4,81,Alluvial,2,0
2024,4,Varanasi,Uttar Pradesh,181.14,65.24,31.3,65.7,81,Alluvial,2,0
2025,4,Varanasi,Uttar Pradesh,116.5,44.17,28.4,41.4,81,Alluvial,2,0
2015,5,Varanasi,Uttar Pradesh,79.11,19.94,28.0,45.7,81,Alluvial,2,1
2016,5,Varanasi,Uttar Pradesh,147.72,62.75,26.9,53.7,81,Alluvial,2,0
2017,5,Varanasi,Uttar Pradesh,118.96,40.17,27.4,76.1,81,Alluvial,2,0
2018,5,Varanasi,Uttar Pradesh,62.03,13.25,29.1,47.8,81,Alluvial,2,0
2019,5,Varanasi,Uttar Pradesh,178.92,69.66,33.6,60.1,81,Alluvial,2,0
2020,5,Varanasi,Uttar Pradesh,132.58,54.08,26.2,79.8,81,Alluvial,2,0
2021,5,Varanasi,Uttar Pradesh,81.58,36.29,27.6,89.1,81,Alluvial,2,0
2022,5,Varanasi,Uttar Pradesh,132.99,61.02,33.8,69.2,81,Alluvial,2,0
2023,5,Varanasi,Uttar Pradesh,10.51,2.59,31.1,59.2,81,Alluvial,2,0
2024,5,Varanasi,Uttar Pradesh,188.53,86.32,28.3,41.5,81,Alluvial,2,0
2025,5,Varanasi,Uttar Pradesh,167.03,79.27,26.6,59.1,81,Alluvial,2,0
2015,6,Varanasi,Uttar Pradesh,212.38,60.17,27.3,61.9,81,Alluvial,2,0
2016,6,Varanasi,Uttar Pradesh,226.98,90.96,28.0,56.1,81,Alluvial,2,0
2017,6,Varanasi,Uttar Pradesh,246.56,94.86,30.9,79.5,81,Alluvial,2,1
2018,6,Varanasi,Uttar Pradesh,185.3,78.26,30.1,70.4,81,Alluvial,2,0
2019,6,Varanasi,Uttar Pradesh,75.12,19.02,33.5,72.0,81,Alluvial,2,0
2020,6,Varanasi,Uttar Pradesh,86.81,32.27,32.9,32.5,81,Alluvial,2,0
2021,6,Varanasi,Uttar Pradesh,195.29,86.18,27.6,55.2,81,Alluvial,2,0
2022,6,Varanasi,Uttar Pradesh,108.93,46.79,32.7,42.0,81,Alluvial,2,0
2023,6,Varanasi,Uttar Pradesh,95.63,46.09,32.2,53.1,81,Alluvial,2,0
2024,6,Varanasi,Uttar Pradesh,167.35,73.71,31.4,39.0,81,Alluvial,2,0
2025,6,Varanasi,Uttar Pradesh,253.02,89.03,31.0,37.5,81,Alluvial,2,0
2015,7,Varanasi,Uttar Pradesh,115.72,32.44,26.5,38.9,81,Alluvial,2,0
2016,7,Varanasi,Uttar Pradesh,124.8,25.14,23.3,64.8,81,Alluvial,2,0
2017,7,Varanasi,Uttar Pradesh,91.62,21.28,24.3,52.2,81,Alluvial,2,0
2018,7,Varanasi,Uttar Pradesh,48.15,16.66,26.7,54.0,81,Alluvial,2,0
2019,7,Varanasi,Uttar Pradesh,50.82,12.87,25.5,33.4,81,Alluvial,2,0
2020,7,Varanasi,Uttar Pradesh,68.93,13.89,24.6,42.0,81,Alluvial,2,0
2021,7,Varanasi,Uttar Pradesh,131.52,57.06,27.6,71.0,81,Alluvial,2,0
2022,7,Varanasi,Uttar Pradesh,273.67,58.01,25.1,48.7,81,Alluvial,2,0
2023,7,Varanasi,Uttar Pradesh,148.89,38.73,27.7,64.7,81,Alluvial,2,0
2024,7,Varanasi,Uttar Pradesh,133.59,41.57,24.1,62.5,81,Alluvial,2,0
2025,7,Varanasi,Uttar Pradesh,267.03,70.47,29.7,88.8,81,Alluvial,2,1
2015,8,Varanasi,Uttar Pradesh,402.17,138.87,28.4,91.7,81,Alluvial,2,1
2016,8,Varanasi,Uttar Pradesh,191.66,73.64,27.9,79.3,81,Alluvial,2,0
2017,8,Varanasi,Uttar Pradesh,174.36,40.17,28.9,42.3,81,Alluvial,2,0
2018,8,Varanasi,Uttar Pradesh,432.94,123.27,25.4,83.4,81,Alluvial,2,1
2019,8,Varanasi,Uttar Pradesh,284.41,100.08,25.3,82.8,81,Alluvial,2,1
2020,8,Varanasi,Uttar Pradesh,306.4,61.66,24.2,74.6,81,Alluvial,2,1
2021,8,Varanasi,Uttar Pradesh,14.84,6.85,29.9,28.4,81,Alluvial,2,0
2022,8,Varanasi,Uttar Pradesh,73.96,26.55,27.0,29.5,81,Alluvial,2,0
2023,8,Varanasi,Uttar Pradesh,189.25,63.79,28.1,82.9,81,Alluvial,2,1
2024,8,Varanasi,Uttar Pradesh,479.69,119.43,26.6,76.1,81,Alluvial,2,1
2025,8,Varanasi,Uttar Pradesh,106.27,38.51,26.4,85.3,81,Alluvial,2,1
2015,9,Varanasi,Uttar Pradesh,62.2,20.21,30.4,54.4,81,Alluvial,2,0
2016,9,Varanasi,Uttar Pradesh,97.73,32.81,29.5,54.5,81,Alluvial,2,0
2017,9,Varanasi,Uttar Pradesh,73.01,16.54,30.6,63.1,81,Alluvial,2,0
2018,9,Varanasi,Uttar Pradesh,275.6,82.2,22.9,64.7,81,Alluvial,2,0
2019,9,Varanasi,Uttar Pradesh,10.0,4.64,30.4,68.8,81,Alluvial,2,0
2020,9,Varanasi,Uttar Pradesh,170.57,56.81,28.4,85.9,81,Alluvial,2,1
2021,9,Varanasi,Uttar Pradesh,243.33,106.24,24.6,98.5,81,Alluvial,2,1
2022,9,Varanasi,Uttar Pradesh,254.94,126.96,28.8,89.7,81,Alluvial,2,1
2023,9,Varanasi,Uttar Pradesh,108.24,28.78,27.0,69.7,81,Alluvial,2,0
2024,9,Varanasi,Uttar Pradesh,251.34,72.42,29.3,89.5,81,Alluvial,2,1
2025,9,Varanasi,Uttar Pradesh,470.58,229.88,26.3,68.1,81,Alluvial,2,1
2015,10,Varanasi,Uttar Pradesh,276.99,58.08,31.5,63.5,81,Alluvial,2,0
2016,10,Varanasi,Uttar Pradesh,342.99,78.76,32.5,83.6,81,Alluvial,2,1
2017,10,Varanasi,Uttar Pradesh,48.21,21.59,30.9,78.5,81,Alluvial,2,1
2018,10,Varanasi,Uttar Pradesh,179.66,78.45,31.2,80.3,81,Alluvial,2,1
2019,10,Varanasi,Uttar Pradesh,190.79,58.22,28.2,53.0,81,Alluvial,2,0
2020,10,Varanasi,Uttar Pradesh,80.51,20.99,29.6,93.8,81,Alluvial,2,1
2021,10,Varanasi,Uttar Pradesh,485.77,238.45,32.1,100.0,81,Alluvial,2,1
2022,10,Varanasi,Uttar Pradesh,49.25,24.34,29.5,74.3,81,Alluvial,2,0
2023,10,Varanasi,Uttar Pradesh,219.65,79.54,28.4,55.5,81,Alluvial,2,0
2024,10,Varanasi,Uttar Pradesh,156.72,44.38,32.8,77.0,81,Alluvial,2,0
2025,10,Varanasi,Uttar Pradesh,160.47,78.58,31.2,36.2,81,Alluvial,2,0
2015,11,Varanasi,Uttar Pradesh,380.1,169.89,27.1,88.3,81,Alluvial,2,1
2016,11,Varanasi,Uttar Pradesh,209.76,91.95,26.9,74.4,81,Alluvial,2,0
2017,11,Varanasi,Uttar Pradesh,256.73,124.1,26.5,39.8,81,Alluvial,2,0
2018,11,Varanasi,Uttar Pradesh,301.31,79.84,31.0,90.1,81,Alluvial,2,0
2019,11,Varanasi,Uttar Pradesh,292.52,63.01,31.2,86.7,81,Alluvial,2,1
2020,11,Varanasi,Uttar Pradesh,130.81,56.47,27.7,47.9,81,Alluvial,2,0
2021,11,Varanasi,Uttar Pradesh,196.08,62.47,29.7,69.9,81,Alluvial,2,0
2022,11,Varanasi,Uttar Pradesh,10.0,2.99,29.1,71.4,81,Alluvial,2,0
2023,11,Varanasi,Uttar Pradesh,386.56,189.14,28.9,97.0,81,Alluvial,2,1
2024,11,Varanasi,Uttar Pradesh,223.12,65.85,27.8,76.2,81,Alluvial,2,0
2025,11,Varanasi,Uttar Pradesh,121.89,30.51,32.3,83.9,81,Alluvial,2,0
