dd-mm-yyyy,2m_temperature,2m_dewpoint_temperature,surface_pressure,10m_wind_speed,total_precipitation,convective_available_potential_energy,month,day_of_year,Label
21-04-2010,32.22,25.36,1000.34,22.5,0.0,0.0,4,111,0
22-04-2010,31.91,25.5,1002.59,22.1,0.0,0.0,4,112,0
23-04-2010,31.39,25.43,1004.76,21.0,0.0,0.0,4,113,0
24-04-2010,31.72,25.08,1003.75,20.9,0.0,0.0,4,114,0
25-04-2010,31.84,24.6,1003.78,24.5,0.0,0.0,4,115,0
26-04-2010,31.43,25.24,1007.18,26.5,0.0,0.0,4,116,0
27-04-2010,31.07,24.9,1008.83,22.3,2.3,0.0,4,117,0
28-04-2010,30.25,24.93,1007.52,20.5,8.5,0.0,4,118,0
29-04-2010,29.73,25.29,1007.17,14.1,11.4,0.0,4,119,0
30-04-2010,30.8,25.32,1007.4,19.2,0.2,0.0,4,120,0
01-05-2010,31.42,25.58,1006.85,16.8,0.0,0.0,5,121,0
02-05-2010,31.93,25.78,1005.54,15.9,0.4,0.0,5,122,0
03-05-2010,31.23,25.62,1004.32,14.6,2.2,0.0,5,123,0
04-05-2010,30.29,25.12,1003.46,15.6,2.6,0.0,5,124,0
05-05-2010,30.43,24.33,1003.39,15.8,1.1,0.0,5,125,0
06-05-2010,29.38,24.6,1004.33,14.2,12.9,0.0,5,126,0
07-05-2010,29.88,24.18,1003.96,15.2,0.7,0.0,5,127,0
08-05-2010,30.28,25.17,1002.43,17.6,0.4,0.0,5,128,0
09-05-2010,31.93,26.02,1000.36,22.0,0.0,0.0,5,129,0
10-05-2010,32.41,26.65,1000.38,23.4,0.2,0.0,5,130,0
11-05-2010,32.4,26.59,1000.72,21.4,0.0,0.0,5,131,0
12-05-2010,32.12,26.32,1001.06,26.2,0.0,0.0,5,132,0
13-05-2010,32.32,26.27,1001.58,24.1,0.0,0.0,5,133,0
14-05-2010,32.11,26.04,1001.3,25.2,0.6,0.0,5,134,0
15-05-2010,32.19,25.72,1001.52,22.8,0.0,0.0,5,135,0
16-05-2010,32.48,25.79,1001.4,23.1,1.2,0.0,5,136,0
17-05-2010,31.59,25.0,1003.39,20.9,0.0,0.0,5,137,0
18-05-2010,31.37,24.56,1004.9,19.8,0.4,0.0,5,138,0
19-05-2010,31.6,25.22,1003.7,21.1,0.2,0.0,5,139,0
20-05-2010,31.65,24.97,1002.68,24.6,0.3,0.0,5,140,0
21-05-2010,29.77,25.59,1004.08,21.4,6.2,0.0,5,141,0
22-05-2010,27.66,25.99,1004.46,16.2,30.7,0.0,5,142,0
23-05-2010,27.58,25.76,1002.76,13.7,21.9,0.0,5,143,0
24-05-2010,29.15,25.36,999.1,13.9,0.1,0.0,5,144,0
25-05-2010,30.48,26.43,996.16,19.4,0.0,0.0,5,145,0
26-05-2010,31.72,27.6,995.4,16.5,0.8,0.0,5,146,0
27-05-2010,31.31,27.31,998.07,17.1,0.0,0.0,5,147,0
28-05-2010,31.43,27.25,1000.67,9.2,2.0,0.0,5,148,0
29-05-2010,31.31,26.8,1001.32,13.0,0.1,0.0,5,149,0
30-05-2010,31.76,26.78,1000.58,16.6,0.0,0.0,5,150,0
31-05-2010,31.92,27.12,1000.42,22.4,0.0,0.0,5,151,0
01-06-2010,32.06,27.24,1001.46,22.5,0.0,0.0,6,152,0
02-06-2010,31.88,26.94,1002.22,21.7,0.0,0.0,6,153,0
03-06-2010,31.97,26.94,1002.59,23.0,0.0,0.0,6,154,0
04-06-2010,32.66,27.0,1001.9,24.1,0.0,0.0,6,155,0
05-06-2010,32.34,27.25,999.0,20.3,1.1,0.0,6,156,0
06-06-2010,32.51,27.09,998.24,22.4,0.6,0.0,6,157,0
07-06-2010,32.57,26.83,999.81,20.2,0.0,0.0,6,158,0
08-06-2010,32.51,26.7,1000.8,20.7,0.0,0.0,6,159,0
09-06-2010,31.97,25.76,1001.38,19.3,0.0,0.0,6,160,0
10-06-2010,31.36,25.35,1002.42,16.3,1.2,0.0,6,161,0
11-06-2010,30.43,26.0,1002.2,16.1,6.4,0.0,6,162,0
12-06-2010,29.17,25.92,1001.86,16.6,13.8,0.0,6,163,0
13-06-2010,27.47,25.73,1002.11,14.1,24.9,0.0,6,164,0
14-06-2010,27.44,25.8,1000.44,14.7,27.4,0.0,6,165,0
15-06-2010,30.09,26.68,999.25,16.3,5.3,0.0,6,166,0
16-06-2010,31.33,26.72,999.08,17.7,1.2,0.0,6,167,0
17-06-2010,30.63,26.77,1000.53,12.0,4.9,0.0,6,168,0
18-06-2010,29.05,26.68,1001.73,13.3,12.6,0.0,6,169,0
19-06-2010,28.79,26.26,1002.19,19.1,9.9,0.0,6,170,0
20-06-2010,29.77,26.18,1002.08,20.1,4.3,0.0,6,171,0
21-06-2010,30.47,25.84,1000.27,16.3,0.0,0.0,6,172,0
22-06-2010,30.26,26.87,998.32,14.0,1.7,0.0,6,173,0
23-06-2010,29.2,26.47,997.98,13.3,5.4,0.0,6,174,0
24-06-2010,28.62,25.9,996.78,13.3,8.9,0.0,6,175,0
25-06-2010,28.08,25.49,994.78,12.3,20.5,0.0,6,176,0
26-06-2010,27.23,25.7,997.33,17.2,25.5,0.0,6,177,0
27-06-2010,28.39,25.95,999.98,23.1,11.6,0.0,6,178,0
28-06-2010,29.09,26.63,999.44,20.0,12.1,0.0,6,179,0
29-06-2010,29.29,27.27,998.65,16.2,37.7,0.0,6,180,0
30-06-2010,27.96,26.17,999.36,13.6,17.5,0.0,6,181,0
01-07-2010,28.3,25.87,999.59,14.4,15.6,0.0,7,182,0
02-07-2010,28.15,25.28,999.82,18.7,4.1,0.0,7,183,0
03-07-2010,27.71,25.33,1001.6,15.6,10.0,0.0,7,184,0
04-07-2010,27.6,25.27,1003.82,16.2,13.5,0.0,7,185,0
05-07-2010,27.82,25.19,1004.34,12.8,16.1,0.0,7,186,0
06-07-2010,27.85,25.03,1004.12,19.8,2.8,0.0,7,187,0
07-07-2010,28.32,25.07,1005.78,17.7,2.5,0.0,7,188,0
08-07-2010,29.02,25.81,1005.55,17.8,0.7,0.0,7,189,0
09-07-2010,29.54,25.85,1002.74,19.0,1.6,0.0,7,190,0
10-07-2010,30.07,26.33,1001.18,14.3,3.3,0.0,7,191,0
11-07-2010,28.98,26.23,1000.52,15.0,16.8,0.0,7,192,0
12-07-2010,28.15,26.15,1000.58,13.8,10.1,0.0,7,193,0
13-07-2010,28.52,26.02,1000.19,11.2,13.6,0.0,7,194,0
14-07-2010,27.92,25.43,1000.34,13.2,10.1,0.0,7,195,0
15-07-2010,28.6,25.52,1001.12,14.0,10.2,0.0,7,196,0
16-07-2010,29.13,26.04,1001.11,14.8,0.9,0.0,7,197,0
17-07-2010,29.63,25.72,1001.82,15.9,0.4,0.0,7,198,0
18-07-2010,29.67,25.78,1001.43,16.2,0.5,0.0,7,199,0
19-07-2010,29.34,25.89,1001.0,17.4,2.9,0.0,7,200,0
20-07-2010,28.82,25.71,1001.35,14.1,2.2,0.0,7,201,0
21-07-2010,28.74,25.5,1001.73,15.5,4.4,0.0,7,202,0
22-07-2010,28.6,25.54,1001.12,14.8,3.4,0.0,7,203,0
23-07-2010,28.16,25.83,997.86,10.9,19.0,0.0,7,204,0
24-07-2010,27.92,25.71,994.47,15.2,12.2,0.0,7,205,0
25-07-2010,27.18,25.35,993.47,28.8,9.6,0.0,7,206,0
26-07-2010,27.58,25.03,997.78,16.5,8.0,0.0,7,207,0
27-07-2010,27.63,25.01,1001.61,13.6,9.6,0.0,7,208,0
28-07-2010,28.85,25.02,1001.35,15.8,1.5,0.0,7,209,0
29-07-2010,28.37,25.39,1000.55,20.4,2.8,0.0,7,210,0
30-07-2010,27.1,25.36,1001.31,16.5,22.3,0.0,7,211,0
31-07-2010,27.3,25.18,1002.42,17.7,10.6,0.0,7,212,0
01-08-2010,26.93,25.34,1002.22,14.4,18.0,0.0,8,213,0
02-08-2010,27.18,25.0,1001.86,14.0,18.4,0.0,8,214,0
03-08-2010,28.13,25.35,1000.48,16.1,1.6,0.0,8,215,0
04-08-2010,28.08,25.32,998.95,19.0,4.0,0.0,8,216,0
05-08-2010,27.69,24.83,999.8,20.5,8.0,0.0,8,217,0
06-08-2010,27.68,24.91,1003.44,22.5,5.3,0.0,8,218,0
07-08-2010,28.25,25.42,1003.6,13.4,1.5,0.0,8,219,0
08-08-2010,29.05,25.3,1001.6,9.4,1.0,0.0,8,220,0
09-08-2010,29.97,26.16,1000.61,10.0,0.1,0.0,8,221,0
10-08-2010,30.38,25.89,1000.93,7.9,0.0,0.0,8,222,0
11-08-2010,29.02,25.48,1002.15,9.7,2.2,0.0,8,223,0
12-08-2010,27.71,25.82,1002.6,13.0,20.8,0.0,8,224,0
13-08-2010,28.06,25.62,1002.88,15.7,13.9,0.0,8,225,0
14-08-2010,27.28,25.69,1002.46,14.6,19.8,0.0,8,226,0
15-08-2010,27.42,25.67,1004.28,15.2,7.5,0.0,8,227,0
16-08-2010,28.57,25.42,1004.82,16.9,3.6,0.0,8,228,0
17-08-2010,28.95,25.45,1002.52,17.9,0.9,0.0,8,229,0
18-08-2010,29.15,25.85,1002.12,14.8,3.2,0.0,8,230,0
19-08-2010,28.35,25.95,1004.75,13.7,5.8,0.0,8,231,0
20-08-2010,27.84,25.19,1006.97,16.3,8.2,0.0,8,232,0
21-08-2010,28.76,25.5,1005.03,17.5,2.6,0.0,8,233,0
22-08-2010,29.35,25.62,1003.4,13.7,0.9,0.0,8,234,0
23-08-2010,29.25,25.8,1002.11,11.6,0.9,0.0,8,235,0
24-08-2010,29.3,25.34,1001.87,8.8,0.5,0.0,8,236,0
25-08-2010,28.93,25.3,1003.28,9.2,0.5,0.0,8,237,0
26-08-2010,28.62,25.28,1003.81,13.8,3.7,0.0,8,238,0
27-08-2010,28.0,25.27,1003.22,14.5,3.3,0.0,8,239,0
28-08-2010,27.84,25.33,1002.61,14.8,10.2,0.0,8,240,0
29-08-2010,27.81,25.35,1001.09,13.7,7.8,0.0,8,241,0
30-08-2010,27.44,25.33,1000.26,12.7,3.7,0.0,8,242,0
31-08-2010,28.09,25.0,1000.22,18.4,2.7,0.0,8,243,0
01-09-2010,28.88,25.69,1001.94,14.9,1.7,0.0,9,244,0
02-09-2010,29.25,26.02,1002.96,12.6,0.3,0.0,9,245,0
03-09-2010,28.89,25.77,1002.68,14.0,2.3,0.0,9,246,0
04-09-2010,28.29,25.19,1001.52,15.5,5.7,0.0,9,247,0
05-09-2010,27.92,25.3,1001.81,16.4,5.0,0.0,9,248,0
06-09-2010,28.32,25.42,1001.03,17.1,4.6,0.0,9,249,0
07-09-2010,28.2,25.29,1000.92,22.1,3.6,0.0,9,250,0
08-09-2010,27.4,25.28,1002.88,16.7,15.2,0.0,9,251,0
09-09-2010,27.55,25.35,1004.55,13.4,11.2,0.0,9,252,0
10-09-2010,28.82,25.82,1003.23,14.7,2.3,0.0,9,253,0
11-09-2010,28.48,25.88,1003.42,13.9,7.2,0.0,9,254,0
12-09-2010,27.32,25.18,1004.21,8.7,8.4,0.0,9,255,0
13-09-2010,27.22,25.07,1002.97,10.0,10.1,0.0,9,256,0
14-09-2010,26.93,25.22,1002.07,12.5,7.6,0.0,9,257,0
15-09-2010,26.65,25.12,1002.43,12.3,13.7,0.0,9,258,0
16-09-2010,26.64,25.08,1002.76,12.9,13.8,0.0,9,259,0
17-09-2010,26.67,24.64,1002.2,15.5,12.2,0.0,9,260,0
18-09-2010,26.14,24.68,1003.2,18.6,15.9,0.0,9,261,0
19-09-2010,26.15,24.59,1005.16,16.3,12.8,0.0,9,262,0
20-09-2010,26.92,25.23,1006.26,13.7,11.7,0.0,9,263,0
21-09-2010,27.97,25.31,1006.54,12.4,4.8,0.0,9,264,0
22-09-2010,27.1,25.36,1006.23,8.7,25.6,0.0,9,265,0
23-09-2010,27.47,25.04,1004.93,5.1,5.4,0.0,9,266,0
24-09-2010,27.48,24.97,1004.52,8.1,7.6,0.0,9,267,0
25-09-2010,28.42,25.62,1005.7,9.9,1.4,0.0,9,268,0
26-09-2010,28.41,25.9,1007.5,9.4,6.5,0.0,9,269,0
27-09-2010,28.81,25.92,1007.45,11.0,4.7,0.0,9,270,0
28-09-2010,29.1,25.89,1007.43,6.9,0.6,0.0,9,271,0
29-09-2010,28.93,24.47,1007.66,8.1,0.0,0.0,9,272,0
30-09-2010,28.01,24.89,1007.45,9.7,0.3,0.0,9,273,0
01-10-2010,28.2,25.22,1007.0,6.5,1.2,0.0,10,274,0
02-10-2010,28.87,24.86,1006.67,6.5,0.0,0.0,10,275,0
03-10-2010,29.35,25.41,1006.49,7.1,0.0,0.0,10,276,0
04-10-2010,28.85,25.63,1005.31,6.6,3.2,0.0,10,277,0
05-10-2010,28.36,25.86,1004.83,12.0,6.2,0.0,10,278,0
06-10-2010,25.87,24.74,1004.75,16.5,30.4,0.0,10,279,0
07-10-2010,24.92,24.39,1003.01,12.5,47.2,0.0,10,280,0
08-10-2010,25.02,24.24,1000.32,12.5,25.5,0.0,10,281,0
09-10-2010,26.27,23.2,1002.02,10.6,0.3,0.0,10,282,0
10-10-2010,27.32,23.75,1002.75,6.9,0.0,0.0,10,283,0
11-10-2010,27.88,23.9,1005.15,8.2,0.0,0.0,10,284,0
12-10-2010,27.44,23.89,1006.07,10.5,0.0,0.0,10,285,0
13-10-2010,26.48,23.74,1004.98,10.2,1.1,0.0,10,286,0
14-10-2010,26.35,24.27,1003.15,10.6,9.0,0.0,10,287,0
15-10-2010,26.39,24.42,1003.16,21.7,13.2,0.0,10,288,0
16-10-2010,27.01,24.57,1005.32,14.4,1.0,0.0,10,289,0
17-10-2010,27.38,24.0,1006.9,10.5,0.4,0.0,10,290,0
18-10-2010,27.65,24.17,1007.27,5.5,0.0,0.0,10,291,0
19-10-2010,28.62,24.6,1006.8,6.3,0.0,0.0,10,292,0
20-10-2010,28.46,24.9,1005.71,7.6,0.0,0.0,10,293,0
21-10-2010,28.13,24.87,1003.45,6.4,1.2,0.0,10,294,0
22-10-2010,27.0,24.69,1002.54,5.9,11.2,0.0,10,295,0
23-10-2010,26.78,24.42,1003.5,8.1,1.0,0.0,10,296,0
24-10-2010,27.45,24.0,1005.31,5.8,0.2,0.0,10,297,0
25-10-2010,26.92,23.11,1007.7,6.6,0.0,0.0,10,298,0
26-10-2010,26.21,22.7,1009.32,7.9,0.1,0.0,10,299,0
27-10-2010,26.78,22.45,1010.18,5.9,0.0,0.0,10,300,0
28-10-2010,26.28,21.65,1010.68,7.3,0.0,0.0,10,301,0
29-10-2010,25.64,20.74,1011.97,8.7,0.0,0.0,10,302,0
30-10-2010,25.11,20.69,1012.95,10.3,0.0,0.0,10,303,0
31-10-2010,26.3,22.19,1012.0,5.9,0.0,0.0,10,304,0
01-11-2010,24.37,20.96,1010.29,13.4,0.6,0.0,11,305,0
02-11-2010,22.83,19.04,1011.38,12.8,0.7,0.0,11,306,0
03-11-2010,24.52,20.27,1012.39,9.1,0.9,0.0,11,307,0
04-11-2010,24.75,19.94,1012.0,14.0,0.0,0.0,11,308,0
05-11-2010,24.84,20.08,1010.95,8.8,0.0,0.0,11,309,0
06-11-2010,25.76,20.88,1010.56,7.3,0.0,0.0,11,310,0
07-11-2010,26.42,22.05,1011.02,10.9,0.1,0.0,11,311,0
08-11-2010,26.2,22.3,1012.65,6.7,0.0,0.0,11,312,0
09-11-2010,25.97,20.8,1013.84,8.7,0.0,0.0,11,313,0
10-11-2010,25.69,20.8,1012.14,12.4,0.0,0.0,11,314,0
11-11-2010,26.21,20.2,1010.2,7.9,0.0,0.0,11,315,0
12-11-2010,25.65,20.06,1007.58,6.4,0.0,0.0,11,316,0
13-11-2010,25.91,21.4,1008.63,6.6,0.1,0.0,11,317,0
14-11-2010,26.02,21.3,1012.4,6.3,0.0,0.0,11,318,0
15-11-2010,26.43,20.97,1013.24,7.9,0.0,0.0,11,319,0
16-11-2010,25.75,21.0,1011.58,7.0,0.0,0.0,11,320,0
17-11-2010,26.28,21.41,1011.42,7.0,0.0,0.0,11,321,0
18-11-2010,26.92,21.51,1011.62,6.5,0.0,0.0,11,322,0
19-11-2010,26.25,22.62,1009.92,6.0,3.5,0.0,11,323,0
20-11-2010,26.23,21.67,1007.53,8.3,0.4,0.0,11,324,0
21-11-2010,24.41,17.03,1008.56,12.1,0.2,0.0,11,325,0
22-11-2010,22.53,14.13,1009.62,10.1,0.0,0.0,11,326,0
23-11-2010,22.39,14.47,1009.75,9.7,0.0,0.0,11,327,0
24-11-2010,23.57,16.39,1010.68,9.3,0.0,0.0,11,328,0
25-11-2010,24.94,17.8,1010.96,7.2,0.0,0.0,11,329,0
26-11-2010,25.15,18.92,1009.44,6.6,0.0,0.0,11,330,0
27-11-2010,25.31,19.43,1009.63,8.9,0.0,0.0,11,331,0
28-11-2010,26.18,20.36,1011.05,6.6,0.0,0.0,11,332,0
29-11-2010,25.84,19.65,1011.48,9.8,0.0,0.0,11,333,0
30-11-2010,23.43,17.05,1011.03,12.9,0.0,0.0,11,334,0
01-12-2010,21.02,11.53,1011.59,14.4,0.0,0.0,12,335,0
02-12-2010,20.6,11.95,1011.98,11.1,0.0,0.0,12,336,0
03-12-2010,21.15,13.37,1012.02,10.2,0.0,0.0,12,337,0
04-12-2010,21.78,14.11,1010.63,9.8,0.0,0.0,12,338,0
05-12-2010,21.3,14.42,1009.98,10.5,0.0,0.0,12,339,0
06-12-2010,21.05,15.04,1010.96,15.6,0.0,0.0,12,340,0
07-12-2010,23.21,15.42,1010.36,12.7,0.0,0.0,12,341,0
08-12-2010,20.95,16.97,1009.82,8.9,6.4,0.0,12,342,0
09-12-2010,21.3,18.89,1007.16,10.1,10.1,0.0,12,343,0
10-12-2010,22.42,18.68,1005.76,12.0,0.0,0.0,12,344,0
11-12-2010,22.35,17.19,1005.04,15.4,0.0,0.0,12,345,0
12-12-2010,21.95,14.44,1005.93,8.1,0.0,0.0,12,346,0
13-12-2010,21.14,15.97,1009.53,11.7,0.8,0.0,12,347,0
14-12-2010,20.42,13.62,1010.99,9.1,0.0,0.0,12,348,0
15-12-2010,18.45,11.48,1012.15,14.2,0.0,0.0,12,349,0
16-12-2010,18.53,12.34,1011.47,11.2,0.0,0.0,12,350,0
17-12-2010,18.83,12.74,1011.62,11.7,0.0,0.0,12,351,0
18-12-2010,18.66,12.28,1012.29,9.8,0.0,0.0,12,352,0
19-12-2010,18.48,12.04,1014.45,11.9,0.0,0.0,12,353,0
20-12-2010,18.29,10.77,1015.0,14.0,0.0,0.0,12,354,0
21-12-2010,17.6,9.48,1012.42,13.2,0.0,0.0,12,355,0
22-12-2010,17.64,9.65,1009.82,11.0,0.0,0.0,12,356,0
23-12-2010,19.01,10.22,1011.0,9.3,0.0,0.0,12,357,0
24-12-2010,19.67,12.2,1011.41,8.9,0.0,0.0,12,358,0
25-12-2010,19.15,12.25,1011.46,9.4,0.0,0.0,12,359,0
26-12-2010,18.97,11.39,1012.56,12.2,0.0,0.0,12,360,0
27-12-2010,17.96,10.25,1012.95,10.5,0.0,0.0,12,361,0
28-12-2010,17.82,10.08,1013.35,9.8,0.0,0.0,12,362,0
29-12-2010,18.37,10.93,1013.13,10.2,0.0,0.0,12,363,0
30-12-2010,19.04,12.19,1011.9,9.2,0.0,0.0,12,364,0
31-12-2010,20.53,13.98,1010.35,7.9,0.0,0.0,12,365,0
01-01-2011,21.32,15.11,1008.79,10.6,0.0,0.0,1,1,0
02-01-2011,19.36,10.15,1011.95,14.6,0.0,0.0,1,2,0
03-01-2011,16.78,8.67,1013.85,14.5,0.0,0.0,1,3,0
04-01-2011,16.81,10.46,1013.1,12.1,0.0,0.0,1,4,0
05-01-2011,17.31,10.39,1012.08,10.8,0.0,0.0,1,5,0
06-01-2011,17.57,10.85,1013.23,10.2,0.0,0.0,1,6,0
07-01-2011,17.44,11.45,1013.16,13.4,0.0,0.0,1,7,0
08-01-2011,18.14,11.53,1011.67,9.4,0.0,0.0,1,8,0
09-01-2011,19.24,12.45,1010.74,9.3,0.0,0.0,1,9,0
10-01-2011,17.73,9.68,1010.64,13.9,0.0,0.0,1,10,0
11-01-2011,16.26,8.5,1011.6,13.1,0.0,0.0,1,11,0
12-01-2011,16.6,8.76,1010.81,12.0,0.0,0.0,1,12,0
13-01-2011,17.65,10.5,1011.6,9.9,0.0,0.0,1,13,0
14-01-2011,18.8,11.28,1012.15,9.4,0.0,0.0,1,14,0
15-01-2011,19.35,13.62,1012.78,11.9,0.0,0.0,1,15,0
16-01-2011,21.44,14.98,1009.18,12.1,0.0,0.0,1,16,0
17-01-2011,17.37,6.1,1011.2,14.7,0.0,0.0,1,17,0
18-01-2011,17.98,8.01,1011.41,10.0,0.0,0.0,1,18,0
19-01-2011,19.78,12.16,1010.36,9.8,0.0,0.0,1,19,0
20-01-2011,18.91,9.88,1012.95,10.6,0.0,0.0,1,20,0
21-01-2011,18.42,9.71,1013.32,9.8,0.0,0.0,1,21,0
22-01-2011,18.28,9.55,1014.07,9.5,0.0,0.0,1,22,0
23-01-2011,20.17,11.49,1015.11,7.3,0.0,0.0,1,23,0
24-01-2011,20.71,12.72,1014.29,8.1,0.0,0.0,1,24,0
25-01-2011,21.58,15.12,1014.6,8.0,0.0,0.0,1,25,0
26-01-2011,22.36,15.2,1015.41,7.1,0.0,0.0,1,26,0
27-01-2011,21.83,14.82,1015.59,10.1,0.0,0.0,1,27,0
28-01-2011,21.15,11.8,1015.23,14.3,0.0,0.0,1,28,0
29-01-2011,20.89,12.08,1013.82,8.1,0.0,0.0,1,29,0
30-01-2011,22.55,15.58,1013.73,7.9,0.0,0.0,1,30,0
31-01-2011,22.75,16.55,1013.49,8.4,0.0,0.0,1,31,0
01-02-2011,21.58,12.22,1014.37,11.6,0.0,0.0,2,32,0
02-02-2011,20.42,10.28,1014.55,12.6,0.0,0.0,2,33,0
03-02-2011,20.55,11.5,1013.98,11.4,0.0,0.0,2,34,0
04-02-2011,21.44,12.5,1012.88,10.7,0.0,0.0,2,35,0
05-02-2011,21.82,12.59,1012.15,8.8,0.0,0.0,2,36,0
06-02-2011,22.66,13.88,1011.66,7.3,0.0,0.0,2,37,0
07-02-2011,22.47,14.23,1009.75,9.3,0.0,0.0,2,38,0
08-02-2011,24.41,14.65,1006.8,10.7,0.0,0.0,2,39,0
09-02-2011,24.25,15.13,1007.06,10.0,0.0,0.0,2,40,0
10-02-2011,23.26,10.2,1010.29,10.8,0.0,0.0,2,41,0
11-02-2011,22.41,11.28,1011.25,10.7,0.0,0.0,2,42,0
12-02-2011,22.55,10.8,1010.06,9.2,0.0,0.0,2,43,0
13-02-2011,23.22,13.8,1008.54,10.7,0.0,0.0,2,44,0
14-02-2011,24.11,14.65,1007.87,9.7,0.0,0.0,2,45,0
15-02-2011,25.75,17.55,1008.94,17.3,0.0,0.0,2,46,0
16-02-2011,25.39,16.9,1009.57,20.5,0.0,0.0,2,47,0
17-02-2011,24.25,17.48,1010.28,10.3,0.0,0.0,2,48,0
18-02-2011,23.39,15.92,1011.31,10.2,0.0,0.0,2,49,0
19-02-2011,23.75,18.45,1013.17,7.9,2.0,0.0,2,50,0
20-02-2011,22.9,18.09,1013.81,7.7,0.8,0.0,2,51,0
21-02-2011,20.61,16.82,1013.63,13.0,0.8,0.0,2,52,0
22-02-2011,21.76,13.35,1013.68,12.4,0.0,0.0,2,53,0
23-02-2011,21.77,11.24,1013.52,13.0,0.0,0.0,2,54,0
24-02-2011,22.18,10.45,1011.74,13.0,0.0,0.0,2,55,0
25-02-2011,22.81,9.96,1009.61,8.5,0.0,0.0,2,56,0
26-02-2011,23.76,12.85,1010.54,9.5,0.0,0.0,2,57,0
27-02-2011,24.66,13.88,1012.67,14.8,0.0,0.0,2,58,0
28-02-2011,23.62,10.26,1013.18,17.6,0.0,0.0,2,59,0
01-03-2011,22.47,7.42,1011.57,15.4,0.0,0.0,3,60,0
02-03-2011,23.47,8.74,1010.48,11.8,0.0,0.0,3,61,0
03-03-2011,25.6,11.21,1009.98,9.0,0.0,0.0,3,62,0
04-03-2011,26.85,14.09,1009.0,8.4,0.0,0.0,3,63,0
05-03-2011,28.29,17.37,1008.34,11.5,0.0,0.0,3,64,0
06-03-2011,28.47,16.42,1009.94,12.4,0.0,0.0,3,65,0
07-03-2011,26.44,10.96,1010.67,15.6,0.0,0.0,3,66,0
08-03-2011,25.68,9.4,1008.3,16.1,0.0,0.0,3,67,0
09-03-2011,27.58,13.6,1008.85,14.4,0.0,0.0,3,68,0
10-03-2011,28.01,17.43,1009.75,14.8,0.0,0.0,3,69,0
11-03-2011,27.01,19.12,1009.63,12.6,0.6,0.0,3,70,0
12-03-2011,26.53,18.54,1009.7,11.6,0.7,0.0,3,71,0
13-03-2011,26.82,18.82,1009.8,13.0,0.0,0.0,3,72,0
14-03-2011,27.0,20.3,1008.85,9.4,0.0,0.0,3,73,0
15-03-2011,26.66,18.25,1009.0,15.5,0.0,0.0,3,74,0
16-03-2011,26.65,13.97,1007.54,9.8,0.0,0.0,3,75,0
17-03-2011,26.37,19.0,1008.33,18.4,0.2,0.0,3,76,0
18-03-2011,26.93,20.0,1006.57,26.3,0.0,0.0,3,77,0
19-03-2011,28.03,21.44,1004.07,24.8,0.0,0.0,3,78,0
20-03-2011,28.45,22.38,1003.87,23.1,0.0,0.0,3,79,0
21-03-2011,28.93,21.96,1004.71,21.5,0.0,0.0,3,80,0
22-03-2011,28.55,22.23,1007.0,15.9,0.0,0.0,3,81,0
23-03-2011,28.86,21.98,1008.21,16.2,0.0,0.0,3,82,0
24-03-2011,28.32,21.25,1008.38,12.8,0.3,0.0,3,83,0
25-03-2011,28.22,21.75,1008.46,13.5,0.2,0.0,3,84,0
26-03-2011,28.32,21.41,1008.25,14.6,0.5,0.0,3,85,0
27-03-2011,27.94,21.62,1008.8,14.4,1.0,0.0,3,86,0
28-03-2011,27.76,21.56,1008.38,12.0,0.3,0.0,3,87,0
29-03-2011,27.82,22.11,1008.72,16.3,0.6,0.0,3,88,0
30-03-2011,27.92,22.1,1008.08,21.1,1.0,0.0,3,89,0
31-03-2011,28.11,22.54,1007.44,16.2,3.0,0.0,3,90,0
01-04-2011,28.34,22.23,1007.69,16.6,0.8,0.0,4,91,0
02-04-2011,28.58,22.2,1008.03,17.0,0.0,0.0,4,92,0
03-04-2011,28.68,22.52,1007.87,16.9,0.0,0.0,4,93,0
04-04-2011,28.59,22.31,1008.17,18.9,1.3,0.0,4,94,0
05-04-2011,26.63,20.82,1010.48,8.1,0.4,0.0,4,95,0
06-04-2011,27.91,18.72,1009.9,8.7,0.0,0.0,4,96,0
07-04-2011,28.91,19.04,1009.27,13.5,0.0,0.0,4,97,0
08-04-2011,29.71,19.56,1008.85,17.1,0.0,0.0,4,98,0
09-04-2011,29.04,20.22,1009.9,13.2,2.0,0.0,4,99,0
10-04-2011,28.12,21.56,1011.36,9.0,1.5,0.0,4,100,0
11-04-2011,29.33,20.5,1009.52,10.6,0.0,0.0,4,101,0
12-04-2011,29.88,19.57,1008.33,13.1,0.0,0.0,4,102,0
13-04-2011,30.16,21.03,1008.17,14.0,0.1,0.0,4,103,0
14-04-2011,29.68,22.26,1007.32,11.3,1.8,0.0,4,104,0
15-04-2011,29.96,22.34,1006.84,12.7,0.1,0.0,4,105,0
16-04-2011,29.23,24.15,1007.68,14.7,2.6,0.0,4,106,0
17-04-2011,30.5,24.33,1007.41,15.9,0.1,0.0,4,107,0
18-04-2011,30.84,24.42,1005.37,16.2,0.0,0.0,4,108,0
19-04-2011,29.71,23.65,1005.3,11.2,1.4,0.0,4,109,0
20-04-2011,30.48,23.63,1005.97,11.6,3.0,0.0,4,110,0
21-04-2011,30.34,24.26,1007.14,12.7,1.7,0.0,4,111,0
22-04-2011,28.22,23.76,1007.47,10.6,6.0,0.0,4,112,0
